MCT_YM,MCT_NM,ADDR
메가엠지씨커피제주한라대점_20221005,메가엠지씨커피제주한라대점,제주 제주시 노형동 1561-3번지 미래파크빌 1층
메가커피 제주동홍점_20180502,메가커피 제주동홍점,제주 서귀포시 동홍동 511-23번지
메로왕_20060414,메로왕,제주 제주시 오라일동 2442-13번지
메종드쁘띠푸르_20221226,메종드쁘띠푸르,제주 제주시 아라이동 3001-19번지 아라이동
메종드쁘띠푸르연동점_20221213,메종드쁘띠푸르연동점,제주 제주시 연동 263-15번지 연동
메추리식당_20030128,메추리식당,제주 서귀포시 서귀동 255-36번지
메콩스카이_20170531,메콩스카이,제주 제주시 오라삼동 2912-7번지 104호
면뽑는선생 만두빚는아내_20220824,면뽑는선생 만두빚는아내,제주 제주시 한림읍 협재리 1398번지 지하1층
면수동흑돼지_20220106,면수동흑돼지,제주 제주시 구좌읍 하도리 3359-48번지 1층
면아라_20200701,면아라,제주 제주시 아라일동 6072-9번지 1층
면주막_20200922,면주막,제주 제주시 조천읍 와흘리 125-7번지 1층
명가_20131206,명가,제주 서귀포시 서귀동 267-6번지
명가돈촌_20141222,명가돈촌,제주 서귀포시 표선면 세화리 271-7번지
명가보쌈본점_20090506,명가보쌈본점,제주 서귀포시 서귀동 408번지
명가보쌈중문점_20080813,명가보쌈중문점,제주 서귀포시 중문동 2057번지
명당양과노형점_20140204,명당양과노형점,제주 제주시 노형동 2529-5번지
명동식도락_20171019,명동식도락,제주 제주시 한경면 저지리 2887-3번지
명륜진사갈비 연동점_20191122,명륜진사갈비 연동점,제주 제주시 노형동 937-11번지 2층
명륜진사갈비 일도점_20190625,명륜진사갈비 일도점,제주 제주시 일도이동 365-3번지 1층
명륜진사갈비외도점_20191016,명륜진사갈비외도점,제주 제주시 외도일동 637-11번지 1층
명리동식당 세화점_20171012,명리동식당 세화점,제주 제주시 구좌읍 평대리 755번지 1층
명리동식당_20171106,명리동식당,제주 제주시 한경면 저지리 3136-1번지
명리동식당애월점_20211227,명리동식당애월점,제주 제주시 애월읍 고내리 334번지 1호
명물_20140122,명물,제주 제주시 삼도이동 1167-4번지
명인일도횟집_20020819,명인일도횟집,제주 제주시 일도이동 50-6번지 1층
명진전복주식회사_20191206,명진전복주식회사,제주 제주시 구좌읍 평대리 515-28번지 2층
명태명가_20180405,명태명가,제주 제주시 아라일동 2572-2번지 2층
명태명가신제주점_20191014,명태명가신제주점,제주 제주시 오라삼동 2912-7번지 2층
명품닭칼국수_20210219,명품닭칼국수,제주 제주시 봉개동 1541번지
명품전통육개장_20140326,명품전통육개장,제주 제주시 노형동 941번지
명호_20141205,명호,제주 제주시 연동 292-57번지 1층
명호돗갈비_20220829,명호돗갈비,제주 서귀포시 안덕면 창천리 913-3번지
명호마농갈비중문점_20191008,명호마농갈비중문점,제주 서귀포시 대포동 1696번지 2층
명희식당_20190426,명희식당,제주 제주시 한경면 저지리 2887-3번지 1층
모뉴에트_20180704,모뉴에트,제주 제주시 구좌읍 종달리 748번지 1층
모니카옛날통닭_20121231,모니카옛날통닭,제주 제주시 연동 2312-3번지 1층
모닝해장국_20150703,모닝해장국,제주 서귀포시 동홍동 104-7번지
모다정_20160226,모다정,제주 제주시 구좌읍 세화리 3645-4번지
모닥치기_20140226,모닥치기,제주 제주시 이도이동 1990-12번지
모두락화로구이_20110111,모두락화로구이,제주 제주시 삼양이동 2135-6번지
모드락탑동점_20150305,모드락탑동점,제주 제주시 건입동 1441번지 1층
모들한상_20191224,모들한상,제주 제주시 애월읍 하가리 1359-1번지 1층
모루쿠다본점_20190618,모루쿠다본점,제주 서귀포시 서귀동 204-2번지 1층
모모언니바다간식_20190419,모모언니바다간식,제주 서귀포시 안덕면 서광리 1419-5번지 1층
모모제이_20160405,모모제이,제주 제주시 아라일동 6112-6번지 1층
모살물2호점_20211007,모살물2호점,제주 제주시 연동 291-90번지 1층
모살물_20090327,모살물,제주 제주시 연동 291-10번지
모슐포명가숯불화로구이_20160701,모슐포명가숯불화로구이,제주 서귀포시 대정읍 상모리 3959-5번지
모앙_20150108,모앙,제주 제주시 노형동 739번지
모이세본점_20101213,모이세본점,제주 제주시 노형동 934번지
모이세중앙점_20090511,모이세중앙점,제주 제주시 삼도이동 108-2번지
모이세해장국노형점_20180927,모이세해장국노형점,제주 제주시 노형동 2577-3번지 1층
모이세해장국모습포점_20130725,모이세해장국모습포점,제주 서귀포시 대정읍 하모리 1415-4번지
모이세해장국연동점_20221122,모이세해장국연동점,제주 제주시 연동 283-25번지 1층
모이세해장국조천점_20210609,모이세해장국조천점,제주 제주시 조천읍 선흘리 1942-1번지
모이소_20170511,모이소,제주 제주시 연동 262-51번지 2층
모이자_20180730,모이자,제주 제주시 도남동 905-28번지 도남동
모임터_20060516,모임터,제주 제주시 연동 2302-3번지
모토이시제주시청점_20210513,모토이시제주시청점,제주 제주시 이도이동 1767-18번지 1층
모티프제주(MOTIF JEJU)_20220418,모티프제주(MOTIF JEJU),제주 서귀포시 대정읍 구억리 831-1번지 A동 1층
모해_20161227,모해,제주 서귀포시 성산읍 성산리 150번지
목포고을본점_19990731,목포고을본점,제주 서귀포시 색달동 2124-3번지
몰돗_20200812,몰돗,제주 제주시 조천읍 함덕리 3037-1번지 1층
몰질식당_20220629,몰질식당,제주 서귀포시 강정동 4521-8번지 1층
몰츠(moltz)_20220425,몰츠(moltz),제주 제주시 애월읍 유수암리 1040-1번지 지하1층
몽그레_20210929,몽그레,제주 제주시 구좌읍 월정리 670-3번지 2층
몽돌_20181024,몽돌,제주 제주시 외도일동 477-4번지 1층
몽실이네_20090602,몽실이네,제주 제주시 한림읍 한림리 1350-3번지
무무(mumu)_20160719,무무(mumu),제주 제주시 애월읍 봉성리 3853-1번지
무시로_20180706,무시로,제주 제주시 이도이동 1765-20번지 2층
무용담_20210730,무용담,제주 제주시 용담이동 448번지 1층
무지개맥주 제주일도본점_20220218,무지개맥주 제주일도본점,제주 제주시 이도이동 409번지 1층 102호
무한정_20091216,무한정,제주 제주시 외도일동 642-6번지
무한조개야_20190619,무한조개야,제주 제주시 노형동 1278-7번지 1층
문문선_20180611,문문선,제주 제주시 오등동 1274-3번지 1층
문섬횟집_19980212,문섬횟집,제주 제주시 노형동 942-14번지
문쏘본점_20200601,문쏘본점,제주 제주시 한림읍 옹포리 326-3번지 1층
문치비_20141212,문치비,제주 서귀포시 강정동 172-2번지
문화통닭_20140715,문화통닭,제주 서귀포시 성산읍 고성리 1195-7번지
물꼬해녀의집_20210421,물꼬해녀의집,제주 제주시 우도면 연평리 891번지 1층
물항식당본점_20010929,물항식당본점,제주 제주시 건입동 1319-14번지
뮤직박스_20001004,뮤직박스,제주 제주시 노형동 1289-2번지 지하
미도식당_19991125,미도식당,제주 서귀포시 안덕면 사계리 142-1번지
미래부페장식_20140326,미래부페장식,제주 서귀포시 토평동 2217번지
미루네닭숯불구이삼화점_20171101,미루네닭숯불구이삼화점,제주 제주시 도련일동 1940-4번지 1층
미루네본점_20220329,미루네본점,제주 제주시 아라이동 3009-2번지 1층 101호
미르오메기떡_20071106,미르오메기떡,제주 제주시 아라일동 6138번지
미미국수_20200227,미미국수,제주 제주시 일도이동 1046-11번지 1층
미쁜제과_20180727,미쁜제과,제주 서귀포시 대정읍 신도리 2349-13번지
미소가 김밥_20090226,미소가 김밥,제주 제주시 화북일동 1982-9번지 원진빌딩 1층
미소정_20160531,미소정,제주 제주시 조천읍 와흘리 126-1번지 다동 1층
미송식탁_20160906,미송식탁,제주 제주시 연동 291-26번지
미스칠_20200708,미스칠,제주 제주시 연동 2434번지
미스터빠삭  제주외도점_20200901,미스터빠삭  제주외도점,제주 제주시 외도이동 1924번지
미스틱3도_20180725,미스틱3도,제주 제주시 노형동 291-10번지 노형동
미우_20210303,미우,제주 제주시 이도이동 1948-9번지
미정이네꺼멍돗괴기_20181228,미정이네꺼멍돗괴기,제주 제주시 한림읍 한림리 1247번지
미친부엌_20211110,미친부엌,제주 제주시 삼도이동 1192-28번지 1층
미쿠니_20180308,미쿠니,제주 제주시 삼양일동 1779번지 1층
미풍 해장국 연동점_20130626,미풍 해장국 연동점,제주 제주시 연동 261-10번지
미풍식당_20071231,미풍식당,제주 제주시 삼도이동 143-2번지
미풍정식당_20080215,미풍정식당,제주 제주시 삼도이동 143-5번지
미풍해장국 일도점_20190411,미풍해장국 일도점,제주 제주시 이도이동 76-10번지 1층
미풍해장국 제주항점_20170222,미풍해장국 제주항점,제주 제주시 건입동 940-1번지 404호
미풍해장국_20170324,미풍해장국,제주 서귀포시 표선면 표선리 1615-3번지
미풍해장국광령점_20160212,미풍해장국광령점,제주 제주시 애월읍 광령리 57-1번지 1층
민경이네어등포해녀촌_20160923,민경이네어등포해녀촌,제주 제주시 구좌읍 행원리 102번지 1층
민준이네_20121008,민준이네,제주 제주시 연동 322-28번지 민준이네
바그다드_20060330,바그다드,제주 제주시 삼도이동 175-4번지
바다가는길_20150415,바다가는길,제주 서귀포시 서홍동 707-5번지
바다를 본 돼지 2호점_20160229,바다를 본 돼지 2호점,제주 제주시 노형동 1055-4번지
바다를본돼지(서귀포점)_20181206,바다를본돼지(서귀포점),제주 서귀포시 서귀동 42번지 2층
바다멍_20220411,바다멍,제주 제주시 한림읍 협재리 2447-27번지 D동 2층
바다밥상_20130328,바다밥상,제주 서귀포시 서귀동 771-5번지
바다보는날_20200324,바다보는날,제주 제주시 애월읍 구엄리 600-1번지 1층
바다속고등어쌈밥 주식회사_20191014,바다속고등어쌈밥 주식회사,제주 제주시 애월읍 하귀1리 1548번지 1층
바다수선화식당_20220512,바다수선화식당,제주 제주시 한림읍 협재리 1660-1번지
바다어사또_20190529,바다어사또,제주 제주시 조천읍 함덕리 1252-43번지
바다이야기_20191105,바다이야기,제주 서귀포시 대포동 1998-2번지
바다풍경_20000107,바다풍경,제주 서귀포시 성산읍 성산리 297-1번지
바당국수_20101005,바당국수,제주 서귀포시 서귀동 269-21번지
바당길_20230103,바당길,제주 제주시 한림읍 한림리 1475-10번지 1층 바당길
바당에빠진도새기_20221207,바당에빠진도새기,제주 제주시 노형동 2530-8번지 1층
바당한그릇_20180529,바당한그릇,제주 제주시 애월읍 신엄리 2747번지 1층
바로족발보쌈_20140623,바로족발보쌈,제주 제주시 노형동 735-8번지 1층
바로족발보쌈별관_20220323,바로족발보쌈별관,제주 제주시 노형동 748-9번지 1층
바론_20191209,바론,제주 제주시 연동 280-60번지 1층
바르다김선생 대정영어교육도시점_20210524,바르다김선생 대정영어교육도시점,제주 서귀포시 대정읍 구억리 222-6번지 101호
바르다김선생 삼화점_20160329,바르다김선생 삼화점,제주 제주시 도련일동 1937-6번지 1층
바르다김선생 제주연동신시가지점_20200528,바르다김선생 제주연동신시가지점,제주 제주시 노형동 719-2번지 지하 1층 102호
바르다김선생이도점_20200723,바르다김선생이도점,제주 제주시 이도이동 1986-4번지
바르왓_20220225,바르왓,제주 제주시 한림읍 한림리 888번지 2층
바베큐쉑 (BBQ SHack)_20220428,바베큐쉑 (BBQ SHack),제주 서귀포시 안덕면 동광리 948-5번지 1층
바삭돈가스_20140114,바삭돈가스,제주 제주시 연동 1398-2번지 103호
바삭돈가스아라점_20160920,바삭돈가스아라점,제주 제주시 아라일동 6093번지 1층
바이러닉 에스프레소 바_20221005,바이러닉 에스프레소 바,제주 제주시 내도동 453-13번지 1층
바이못_20211201,바이못,제주 제주시 한림읍 금악리 1222-7번지 1층
바잘트_20160802,바잘트,제주 제주시 이도이동 1776-10번지 1층
바토라브와르_20220727,바토라브와르,제주 제주시 노형동 716번지 지하1층
반반한흑돼지_20170309,반반한흑돼지,제주 서귀포시 표선면 하천리 1308번지
반올림피자샵 제주점_20210916,반올림피자샵 제주점,제주 제주시 삼도일동 556-26번지 1층
밤은짧고요순살은맛있고맥주는차가워요_20220825,밤은짧고요순살은맛있고맥주는차가워요,제주 제주시 도련일동 1971-4번지 2층
밥통_20190315,밥통,제주 서귀포시 남원읍 태흥리 974-12번지 1층
방일해장국외도점_20190523,방일해장국외도점,제주 제주시 외도일동 542-10번지 1층
