MCT_YM,MCT_NM,name,ADDR,주소1,주소,result
본죽앤비빔밥 제주삼화점_20220121,본죽앤비빔밥 제주삼화점,삼화365플러스의원,제주 제주시 도련일동 1972-2번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%8F%84%EB%A0%A8%EC%9D%BC%EB%8F%99%201972-2%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/38675704?c=15.00,0,0,0,dh&isCorrectAnswer=true",
본죽앤비빔밥까페제주연동점_20170811,본죽앤비빔밥까페제주연동점,본죽&비빔밥cafe 제주연동점,제주 제주시 연동 1482-2번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%201482-2%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1828888782?c=15.00,0,0,0,dh&isCorrectAnswer=true",
본죽앤비빔밥제주노형점_20180518,본죽앤비빔밥제주노형점,위소아청소년과의원,제주 제주시 노형동 2581-3번지 동마빌딩 104호,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%202581-3%EB%B2%88%EC%A7%80%20%EB%8F%99%EB%A7%88%EB%B9%8C%EB%94%A9%20104%ED%98%B8/place/1071185442?c=15.00,0,0,0,dh&isCorrectAnswer=true",
봄봄_20161206,봄봄,카페봄봄 제주대점,제주 제주시 아라이동 35-19번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%84%EB%9D%BC%EC%9D%B4%EB%8F%99%2035-19%EB%B2%88%EC%A7%80/place/1556233849?c=15.00,0,0,0,dh&isCorrectAnswer=true",
봄소풍_20200714,봄소풍,봄소풍김밥,제주 제주시 외도일동 418-6번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%99%B8%EB%8F%84%EC%9D%BC%EB%8F%99%20418-6%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1079314923?c=15.00,0,0,0,dh&isCorrectAnswer=true",
봉성식당_20161114,봉성식당,봉성식당,제주 제주시 애월읍 봉성리 4124-1번지 0호,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%A0%EC%9B%94%EC%9D%8D%20%EB%B4%89%EC%84%B1%EB%A6%AC%204124-1%EB%B2%88%EC%A7%80%200%ED%98%B8/place/17028601?c=15.00,0,0,0,dh&isCorrectAnswer=true",
봉평메밀촌_20131101,봉평메밀촌,,제주 제주시 이도이동 1082-3번지 법동빌딩 101호,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201082-3%EB%B2%88%EC%A7%80%20%EB%B2%95%EB%8F%99%EB%B9%8C%EB%94%A9%20101%ED%98%B8?c=15.00,0,0,0,dh",
부뚜막식당1호점_20220926,부뚜막식당1호점,부뚜막식당 제주표선점,제주 서귀포시 표선면 성읍리 1650-1번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%ED%91%9C%EC%84%A0%EB%A9%B4%20%EC%84%B1%EC%9D%8D%EB%A6%AC%201650-1%EB%B2%88%EC%A7%80/place/1347901846?c=15.00,0,0,0,dh&isCorrectAnswer=true",
부뚜막식당_20200707,부뚜막식당,성산 부뚜막식당,제주 서귀포시 성산읍 고성리 1003-10번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%B1%EC%82%B0%EC%9D%8D%20%EA%B3%A0%EC%84%B1%EB%A6%AC%201003-10%EB%B2%88%EC%A7%80/place/37746310?c=15.00,0,0,0,dh&isCorrectAnswer=true",
부산아지매집_20070511,부산아지매집,부산아지매집 노형점 부산아재,제주 제주시 노형동 2595-11번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%202595-11%EB%B2%88%EC%A7%80/place/1745651404?c=15.00,0,0,0,dh&isCorrectAnswer=true",
불닭공장_20060216,불닭공장,,제주 제주시 용담일동 2818-4번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9A%A9%EB%8B%B4%EC%9D%BC%EB%8F%99%202818-4%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
불닭발땡초동대문엽기떡볶이신제주점_20141007,불닭발땡초동대문엽기떡볶이신제주점,동대문엽기떡볶이 신제주점,제주 제주시 연동 273-67번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%20273-67%EB%B2%88%EC%A7%80/place/37366143?c=15.00,0,0,0,dh&isCorrectAnswer=true",
불로된참숯바베큐외도점_20021024,불로된참숯바베큐외도점,불로된치킨,제주 제주시 외도일동 533-7번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%99%B8%EB%8F%84%EC%9D%BC%EB%8F%99%20533-7%EB%B2%88%EC%A7%80/place/16804437?c=15.00,0,0,0,dh&isCorrectAnswer=true",
뷰스트_20190625,뷰스트,뷰스트,"제주 서귀포시 안덕면 사계리 2147-2번지 지하1,1-3층",FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%95%88%EB%8D%95%EB%A9%B4%20%EC%82%AC%EA%B3%84%EB%A6%AC%202147-2%EB%B2%88%EC%A7%80%20%EC%A7%80%ED%95%981,1-3%EC%B8%B5/place/1106105460?c=15.00,0,0,0,dh&isCorrectAnswer=true",
브루클린_20201202,브루클린,브루클린제주,제주 제주시 애월읍 신엄리 2891-3번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%A0%EC%9B%94%EC%9D%8D%20%EC%8B%A0%EC%97%84%EB%A6%AC%202891-3%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1665072427?c=15.00,0,0,0,dh&isCorrectAnswer=true",
브와두스본점공항연동점_20140917,브와두스본점공항연동점,브와두스 공항연동본점,제주 제주시 연동 1498-2번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%201498-2%EB%B2%88%EC%A7%80/place/35596433?c=15.00,0,0,0,dh&isCorrectAnswer=true",
비브레이브커피로스터즈_20181024,비브레이브커피로스터즈,비브레이브 혁신도시점,제주 서귀포시 서호동 1525-2번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%ED%98%B8%EB%8F%99%201525-2%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1042045516?c=15.00,0,0,0,dh&isCorrectAnswer=true",
비비큐치킨앤비어삼무공원점_20150227,비비큐치킨앤비어삼무공원점,도리스,제주 제주시 연동 272-21번지 2층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%20272-21%EB%B2%88%EC%A7%80%202%EC%B8%B5/place/1589427594?c=15.00,0,0,0,dh&isCorrectAnswer=true",
비에이치시 중문점_20170406,비에이치시 중문점,신우성흑돼지,제주 서귀포시 색달동 2822-2번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%83%89%EB%8B%AC%EB%8F%99%202822-2%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/11607481?c=15.00,0,0,0,dh&isCorrectAnswer=true",
비에이치씨 도남점_20151211,비에이치씨 도남점,BHC치킨 도남점,제주 제주시 도남동 66-2번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%8F%84%EB%82%A8%EB%8F%99%2066-2%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1527848597?c=15.00,0,0,0,dh&isCorrectAnswer=true",
비에이치씨 인제점_20220728,비에이치씨 인제점,,제주 제주시 일도이동 48-8번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%2048-8%EB%B2%88%EC%A7%80%201%EC%B8%B5?c=15.00,0,0,0,dh",
비에이치씨 치킨 외도점_20140911,비에이치씨 치킨 외도점,BHC치킨 외도점,제주 제주시 외도일동 550-7번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%99%B8%EB%8F%84%EC%9D%BC%EB%8F%99%20550-7%EB%B2%88%EC%A7%80/place/35644246?c=15.00,0,0,0,dh&isCorrectAnswer=true",
비에이치씨삼화점_20160718,비에이치씨삼화점,삼화가츠우동,제주 제주시 도련일동 1940-1번지 1층 102호,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%8F%84%EB%A0%A8%EC%9D%BC%EB%8F%99%201940-1%EB%B2%88%EC%A7%80%201%EC%B8%B5%20102%ED%98%B8/place/1794379100?c=15.00,0,0,0,dh&isCorrectAnswer=true",
비에이치씨영어교육도시점_20220512,비에이치씨영어교육도시점,화담스시,제주 서귀포시 대정읍 보성리 2424번지 삼정GEDU아파트 1층 106호,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%8C%80%EC%A0%95%EC%9D%8D%20%EB%B3%B4%EC%84%B1%EB%A6%AC%202424%EB%B2%88%EC%A7%80%20%EC%82%BC%EC%A0%95GEDU%EC%95%84%ED%8C%8C%ED%8A%B8%201%EC%B8%B5%20106%ED%98%B8/place/231053793?c=15.00,0,0,0,dh&isCorrectAnswer=true",
비에이치씨오라점_20170502,비에이치씨오라점,BHC치킨 오라점,제주 제주시 오라이동 1982-3번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%98%A4%EB%9D%BC%EC%9D%B4%EB%8F%99%201982-3%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1152656437?c=15.00,0,0,0,dh&isCorrectAnswer=true",
비에이치씨제주모슬포점_20191101,비에이치씨제주모슬포점,BHC치킨 제주모슬포점,제주 서귀포시 대정읍 하모리 934-21번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%8C%80%EC%A0%95%EC%9D%8D%20%ED%95%98%EB%AA%A8%EB%A6%AC%20934-21%EB%B2%88%EC%A7%80/place/1555705631?c=15.00,0,0,0,dh&isCorrectAnswer=true",
비에이치씨제주시청점_20151028,비에이치씨제주시청점,,제주 제주시 이도이동 1767-10번지 2층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201767-10%EB%B2%88%EC%A7%80%202%EC%B8%B5?c=15.00,0,0,0,dh",
비에이치씨제주하귀점_20190809,비에이치씨제주하귀점,BHC치킨 제주하귀점,제주 제주시 애월읍 하귀1리 201-1번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%A0%EC%9B%94%EC%9D%8D%20%ED%95%98%EA%B7%801%EB%A6%AC%20201-1%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1934723617?c=15.00,0,0,0,dh&isCorrectAnswer=true",
비에이치씨치킨노형점_20080922,비에이치씨치킨노형점,떼르떼,제주 제주시 노형동 2586-3번지 동원빌딩 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%202586-3%EB%B2%88%EC%A7%80%20%EB%8F%99%EC%9B%90%EB%B9%8C%EB%94%A9%201%EC%B8%B5/place/32159485?c=15.00,0,0,0,dh&isCorrectAnswer=true",
비에이치씨한림점_20140918,비에이치씨한림점,백작가의순정만화캐리커쳐,제주 제주시 한림읍 한림리 935-3번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%ED%95%9C%EB%A6%BC%EC%9D%8D%20%ED%95%9C%EB%A6%BC%EB%A6%AC%20935-3%EB%B2%88%EC%A7%80/place/1130718296?c=15.00,0,0,0,dh&isCorrectAnswer=true",
비에이치씨함덕점_20190802,비에이치씨함덕점,BHC치킨 제주함덕점,제주 제주시 조천읍 함덕리 3092번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%A1%B0%EC%B2%9C%EC%9D%8D%20%ED%95%A8%EB%8D%95%EB%A6%AC%203092%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1208255040?c=15.00,0,0,0,dh&isCorrectAnswer=true",
비원_20060327,비원,비원,제주 제주시 노형동 100번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%20100%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/19862125?c=15.00,0,0,0,dh&isCorrectAnswer=true",
빨간맛집 일도점_20150223,빨간맛집 일도점,,제주 제주시 일도이동 392-16번지 진상빌딩 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%20392-16%EB%B2%88%EC%A7%80%20%EC%A7%84%EC%83%81%EB%B9%8C%EB%94%A9%201%EC%B8%B5?c=15.00,0,0,0,dh",
빨간맛집한라대점_20140303,빨간맛집한라대점,빨간집,제주 제주시 노형동 762-4번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%20762-4%EB%B2%88%EC%A7%80/place/34865050?c=15.00,0,0,0,dh&isCorrectAnswer=true",
빨간집_20081212,빨간집,,제주 제주시 이도이동 1179-9번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201179-9%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
빽다방 제주성산일출봉점_20200525,빽다방 제주성산일출봉점,빽다방제주성산일출봉점,제주 서귀포시 성산읍 성산리 130-2번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%B1%EC%82%B0%EC%9D%8D%20%EC%84%B1%EC%82%B0%EB%A6%AC%20130-2%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1344538559?c=15.00,0,0,0,dh&isCorrectAnswer=true",
빽다방제주봉개DT점_20210908,빽다방제주봉개DT점,빽다방 제주봉개DT점,제주 제주시 봉개동 598번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%B4%89%EA%B0%9C%EB%8F%99%20598%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1849800845?c=15.00,0,0,0,dh&isCorrectAnswer=true",
빽다방제주평화로에스케이점_20220704,빽다방제주평화로에스케이점,정통갈치조림명가 김도희의갈치창고,제주 제주시 해안동 2171번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%ED%95%B4%EC%95%88%EB%8F%99%202171%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1332766884?c=15.00,0,0,0,dh&isCorrectAnswer=true",
뻐꾸기_20180827,뻐꾸기,,제주 제주시 이도이동 1772-25번지 1호,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201772-25%EB%B2%88%EC%A7%80%201%ED%98%B8?c=15.00,0,0,0,dh",
뻘떡낙지본저_20130514,뻘떡낙지본저,뻘떡낙지 본점,제주 제주시 도남동 331-3번지 1동 2층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%8F%84%EB%82%A8%EB%8F%99%20331-3%EB%B2%88%EC%A7%80%201%EB%8F%99%202%EC%B8%B5/place/1860781250?c=15.00,0,0,0,dh&isCorrectAnswer=true",
뽈살집_20091224,뽈살집,마농치킨중앙통닭3호점,제주 서귀포시 서귀동 278-5번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%EA%B7%80%EB%8F%99%20278-5%EB%B2%88%EC%A7%80/place/1473070279?c=15.00,0,0,0,dh&isCorrectAnswer=true",
뽈살집_20130321,뽈살집,뽈살집한림점,제주 제주시 한림읍 한림리 1252-8번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%ED%95%9C%EB%A6%BC%EC%9D%8D%20%ED%95%9C%EB%A6%BC%EB%A6%AC%201252-8%EB%B2%88%EC%A7%80/place/1330534461?c=15.00,0,0,0,dh&isCorrectAnswer=true",
뽕이네각재기_20141030,뽕이네각재기,,제주 제주시 일도이동 370번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%20370%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
사계리어촌계 커피스케치_20191202,사계리어촌계 커피스케치,커피스케치,제주 서귀포시 안덕면 사계리 116-6번지 2층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%95%88%EB%8D%95%EB%A9%B4%20%EC%82%AC%EA%B3%84%EB%A6%AC%20116-6%EB%B2%88%EC%A7%80%202%EC%B8%B5/place/1171390940?c=15.00,0,0,0,dh&isCorrectAnswer=true",
산 그리고 길_20220913,산 그리고 길,웃뜨리,제주 제주시 애월읍 광령리 3401-1번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%A0%EC%9B%94%EC%9D%8D%20%EA%B4%91%EB%A0%B9%EB%A6%AC%203401-1%EB%B2%88%EC%A7%80/place/1876765066?c=15.00,0,0,0,dh&isCorrectAnswer=true",
산내들_20170427,산내들,산내들맛집,제주 제주시 오라일동 2444-21번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%98%A4%EB%9D%BC%EC%9D%BC%EB%8F%99%202444-21%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/16775476?c=15.00,0,0,0,dh&isCorrectAnswer=true",
산마을가든_20040706,산마을가든,9.81 파크,제주 제주시 애월읍 고성리 991번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%A0%EC%9B%94%EC%9D%8D%20%EA%B3%A0%EC%84%B1%EB%A6%AC%20991%EB%B2%88%EC%A7%80/place/1666616962?c=15.00,0,0,0,dh&isCorrectAnswer=true",
산방산_20200114,산방산,한라오름,제주 제주시 연동 273-34번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%20273-34%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1141224314?c=15.00,0,0,0,dh&isCorrectAnswer=true",
산방산흙돼지맛집_20120903,산방산흙돼지맛집,산방산흑돼지맛집,제주 서귀포시 안덕면 사계리 230번지 유엔아이,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%95%88%EB%8D%95%EB%A9%B4%20%EC%82%AC%EA%B3%84%EB%A6%AC%20230%EB%B2%88%EC%A7%80%20%EC%9C%A0%EC%97%94%EC%95%84%EC%9D%B4/place/1947243196?c=15.00,0,0,0,dh&isCorrectAnswer=true",
산적대학로점_20130408,산적대학로점,,제주 제주시 이도이동 1188-2번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201188-2%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
산지해장국_20210728,산지해장국,산지해장국,제주 제주시 건입동 1319-121번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EA%B1%B4%EC%9E%85%EB%8F%99%201319-121%EB%B2%88%EC%A7%80/place/35606863?c=15.00,0,0,0,dh&isCorrectAnswer=true",
산촌_19990419,산촌,아구찜의정석,제주 제주시 연동 1965-1번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%201965-1%EB%B2%88%EC%A7%80/place/1163848032?c=15.00,0,0,0,dh&isCorrectAnswer=true",
살아있는해물뚝배기어마장장_20160831,살아있는해물뚝배기어마장장,,제주 제주시 일도이동 1028-49번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%201028-49%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
삼다향_20140410,삼다향,수목원테마파크,제주 제주시 화북일동 1138번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%ED%99%94%EB%B6%81%EC%9D%BC%EB%8F%99%201138%EB%B2%88%EC%A7%80/place/30811752?c=15.00,0,0,0,dh&isCorrectAnswer=true",
삼대국수회관 서귀포점_20220726,삼대국수회관 서귀포점,궁아로마 2호점,제주 서귀포시 서귀동 495-2번지 2층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%EA%B7%80%EB%8F%99%20495-2%EB%B2%88%EC%A7%80%202%EC%B8%B5/place/1048343364?c=15.00,0,0,0,dh&isCorrectAnswer=true",
삼덕고깃집_20180809,삼덕고깃집,휴애리자연생활공원,제주 서귀포시 남원읍 태흥리 153-9번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%82%A8%EC%9B%90%EC%9D%8D%20%ED%83%9C%ED%9D%A5%EB%A6%AC%20153-9%EB%B2%88%EC%A7%80/place/12047800?c=15.00,0,0,0,dh&isCorrectAnswer=true",
삼무음식점_20010511,삼무음식점,삼무뚝배기 서귀포본점,제주 서귀포시 서귀동 31-12번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%EA%B7%80%EB%8F%99%2031-12%EB%B2%88%EC%A7%80/place/11655448?c=15.00,0,0,0,dh&isCorrectAnswer=true",
삼양장원_19981019,삼양장원,수목원테마파크,제주 제주시 삼양일동 56블럭 13로트 1,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%82%BC%EC%96%91%EC%9D%BC%EB%8F%99%2056%EB%B8%94%EB%9F%AD%2013%EB%A1%9C%ED%8A%B8%201/place/30811752?c=15.00,0,0,0,dh&isCorrectAnswer=true",
"삼조삼계탕,삼조닭집_20160729","삼조삼계탕,삼조닭집",,제주 제주시 삼도일동 521-16번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%82%BC%EB%8F%84%EC%9D%BC%EB%8F%99%20521-16%EB%B2%88%EC%A7%80%201%EC%B8%B5?c=15.00,0,0,0,dh",
상록식당_20090410,상록식당,상록식당,제주 서귀포시 토평동 1310-20번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%ED%86%A0%ED%8F%89%EB%8F%99%201310-20%EB%B2%88%EC%A7%80/place/16923053?c=15.00,0,0,0,dh&isCorrectAnswer=true",
상호네숯불구이_20130712,상호네숯불구이,,제주 제주시 일도이동 85-5번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%2085-5%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
새벽집_20220808,새벽집,,제주 제주시 이도이동 409-1번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%20409-1%EB%B2%88%EC%A7%80%201%EC%B8%B5?c=15.00,0,0,0,dh",
서광로32길27_20220711,서광로32길27,,제주 제주시 이도이동 1767-17번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201767-17%EB%B2%88%EC%A7%80%201%EC%B8%B5?c=15.00,0,0,0,dh",
